05/06/21;12:50:13;1/00018581;Cartao Crédito;20,12
05/06/21;13:06:14;1/00018582;Cartao Crédito;5,21
05/06/21;13:11:05;1/00018583;Cartao Crédito;10,0
05/06/21;14:18:17;1/00018584;Cartao  Débito;24,92
05/06/21;14:19:51;1/00018585;Cartao Crédito;21,24
05/06/21;15:14:19;1/00018586;Cartao Crédito;32,49
05/06/21;15:17:39;1/00018587;Cartao Crédito;50,53
05/06/21;15:24:35;1/00018588;Dinheiro;40,0
05/06/21;15:24:35;1/00018588;Cartao Crédito;27,8
05/06/21;15:40:40;1/00018589;Cartao  Débito;15,71
05/06/21;16:03:04;1/00018590;Cartao Crédito;27,0
05/06/21;16:07:27;1/00018591;Cartao Crédito;43,19
05/06/21;16:13:22;1/00018592;Cartao  Débito;189,42
05/06/21;16:16:48;1/00018593;Cartao  Débito;9,0
05/06/21;16:33:42;1/00018594;Dinheiro;42,0
05/06/21;16:33:42;1/00018594;Cartao Crédito;42,22
05/06/21;16:42:07;1/00018595;Cartao  Débito;19,43
05/06/21;16:44:42;1/00018596;Cartao  Débito;15,24
05/06/21;16:49:00;1/00018597;Cartao Crédito;6,31
05/06/21;17:12:45;1/00018598;Cartao  Débito;47,58
